Medidas
30,23
30,23
30,28
30,27
30,26
30,27
30,28
30,21
30,28
30,28
30,31
30,27
30,25
30,29
30,25
30,22
30,27
30,26
30,28
30,26
30,3
30,31
30,32
30,26
30,27
30,26
30,29
30,25
30,26
30,29
30,29
30,3
30,26
30,23
30,26
30,21
30,29
30,28
30,23
30,25
30,27
30,19
30,26
30,29
30,27
30,22
30,25
30,3
30,25
30,33
30,32
30,27
30,27
30,3
30,23
30,21
30,26
30,25
30,23
30,25
30,23
30,24
30,27
30,28
30,24
30,3
30,27
30,28
30,26
30,27
30,25
30,26
30,27
30,2
30,24
30,22
30,23
30,31
30,27
30,26
30,28
30,3
30,28
30,23
30,26
30,25
30,25
30,28
30,24
30,3
30,32
30,29
30,27
30,28
30,26
30,29
30,24
30,23
30,22
30,31
30,23
30,24
30,26
30,19
30,27
30,3
30,25
30,25
30,27
30,21
