Medidas
29,8
29,76
29,78
29,78
29,76
29,77
29,77
29,78
29,79
29,79
29,74
29,73
29,73
29,76
29,78
29,76
29,71
29,79
29,76
29,78
29,77
29,78
29,76
29,78
29,75
29,76
29,73
29,8
29,8
29,75
29,75
29,82
29,77
29,81
29,79
29,79
29,83
29,77
29,74
29,8
29,76
29,77
29,83
29,76
29,72
29,78
29,77
29,77
29,79
29,76
29,76
29,81
29,82
29,83
29,76
29,74
29,78
29,81
29,78
29,78
29,73
29,78
29,8
29,76
29,77
29,79
29,75
29,8
29,79
29,79
29,8
29,74
29,76
29,76
29,74
29,83
29,83
29,77
29,76
29,75
29,77
29,71
29,77
29,83
29,7
29,75
29,82
29,76
29,79
29,75
29,79
29,74
29,81
29,8
29,78
29,8
29,75
29,75
29,75
29,82
29,82
29,78
29,76
29,8
29,78
29,72
29,79
29,79
29,82
29,78
